id,cliente_id,vehiculo_id,fecha,total,descuento,estado,detalles
325,44,78,2023-06-02,5724.42,0,Pagada,36:1:1771.68;40:3:2292.75;4:1:1659.99
326,32,54,2023-03-18,9697.23,0,Pagada,21:2:1493.66;16:1:1725.34;22:3:6478.23
327,26,44,2023-03-22,2672.21,0,Pagada,37:1:1598.95;29:2:1073.26
328,32,54,2023-04-16,3621.18,0,Pendiente,3:3:1849.5;36:1:1771.68
329,40,71,2024-06-04,2980.67,0,Pendiente,30:2:821.26;22:1:2159.41
330,22,39,2025-01-03,25067.09,0,Pagada,29:1:536.63;8:3:24530.46
331,41,73,2024-07-14,7943.27,613.39,Pagada,7:1:7323.66;3:2:1233.0
332,7,13,2024-09-17,16353.64,0,Pendiente,8:2:16353.64
333,13,23,2023-04-21,27427.1,0,Pagada,3:2:1233.0;38:2:1663.64;8:3:24530.46
334,32,54,2024-06-27,24227.34,0,Pendiente,36:3:5315.04;28:2:18912.3
335,12,21,2025-01-18,26095.04,0,Pagada,7:3:21970.98;25:2:1667.96;39:3:2456.1
336,39,69,2025-02-19,6285.3,0,Pagada,26:2:6285.3
337,9,15,2024-02-27,32402.73,0,Pagada,33:3:4597.26;20:3:27805.47
338,36,61,2023-07-25,1449.12,0,Pagada,19:3:1449.12
339,46,80,2024-05-30,26024.12,0,Pagada,21:2:1493.66;8:3:24530.46
340,43,77,2024-11-21,1728.42,0,Pagada,35:2:1245.38;19:1:483.04
341,10,18,2024-11-17,5001.21,0,Pagada,18:1:5001.21
342,10,18,2024-12-08,5592.34,0,Pagada,14:2:3730.46;35:2:1245.38;3:1:616.5
343,36,61,2025-01-30,7677.96,0,Pagada,25:3:2501.94;16:3:5176.02
344,25,43,2024-03-02,8550.75,0,Pendiente,21:3:2240.49;36:2:3543.36;4:1:1659.99;1:3:1106.91
345,29,50,2024-10-10,5105.28,0,Pendiente,24:3:2609.82;38:3:2495.46
346,13,23,2024-04-04,2174.35,0,Pagada,5:1:2174.35
347,8,14,2023-02-11,2314.52,0,Pagada,36:1:1771.68;17:1:542.84
348,22,39,2024-12-27,14838.75,0,Pendiente,3:1:616.5;10:3:9525.66;21:3:2240.49;39:3:2456.1
349,36,62,2023-03-16,6265.07,0,Pagada,21:1:746.83;34:3:4960.23;15:1:558.01
350,35,60,2023-04-05,5595.69,0,Pagada,14:3:5595.69
